image_id,gel_id,lane_index,lane_type,alias,band_index,x_norm,y_norm,w_norm,h_norm,y_center_norm,height_norm,intensity_norm,confidence,label
20250117_115640.jpg,20250117_115640,2,sample,L2,7,0.052119,0.001532,0.076923,0.997319,0.500191,0.997319,0.730418,0.730418,band
20250117_115640.jpg,20250117_115640,2,sample,L2,8,0.052119,0.001532,0.076923,0.997319,0.500191,0.997319,0.803799,0.803799,band
20250117_115640.jpg,20250117_115640,2,sample,L2,9,0.052119,0.001532,0.076923,0.997319,0.500191,0.997319,0.7833,0.7833,band
20250117_115640.jpg,20250117_115640,2,sample,L2,10,0.052119,0.13941,0.076923,0.859058,0.568939,0.859058,0.921367,0.921367,band
20250117_115640.jpg,20250117_115640,2,sample,L2,11,0.052119,0.001532,0.076923,0.997319,0.500191,0.997319,0.760641,0.760641,band
20250117_115640.jpg,20250117_115640,3,sample,L3,1,0.142857,0.001149,0.077237,0.998085,0.500191,0.998085,0.938743,0.938743,band
20250117_115640.jpg,20250117_115640,3,sample,L3,2,0.142857,0.001149,0.077237,0.998085,0.500191,0.998085,0.998514,0.998514,band
20250117_115640.jpg,20250117_115640,4,sample,L4,1,0.233909,0.001149,0.076923,0.998085,0.500191,0.998085,0.919501,0.919501,band
20250117_115640.jpg,20250117_115640,4,sample,L4,2,0.233909,0.001149,0.076923,0.998085,0.500191,0.998085,1.0,1.0,band
20250117_115640.jpg,20250117_115640,5,sample,L5,1,0.324647,0.001149,0.077237,0.998085,0.500191,0.998085,0.794569,0.794569,band
20250117_115640.jpg,20250117_115640,6,sample,L6,1,0.415699,0.001149,0.076923,0.998085,0.500191,0.998085,0.632677,0.632677,band
20250117_115640.jpg,20250117_115640,6,sample,L6,2,0.415699,0.001915,0.076923,0.996553,0.500191,0.996553,1.0,1.0,band
20250117_115640.jpg,20250117_115640,6,sample,L6,3,0.415699,0.001532,0.076923,0.996936,0.5,0.996936,0.868801,0.868801,band
20250117_115640.jpg,20250117_115640,7,sample,L7,1,0.506436,0.001149,0.077237,0.998085,0.500191,0.998085,0.578759,0.578759,band
20250117_115640.jpg,20250117_115640,8,sample,L8,1,0.597488,0.001149,0.076923,0.998468,0.500383,0.998468,0.457752,0.457752,band
20250117_115640.jpg,20250117_115640,8,sample,L8,2,0.597488,0.001532,0.076923,0.997702,0.500383,0.997702,0.58907,0.58907,band
20250117_115640.jpg,20250117_115640,9,sample,L9,1,0.688226,0.001149,0.077237,0.998085,0.500191,0.998085,0.46807,0.46807,band
20250117_115640.jpg,20250117_115640,9,sample,L9,2,0.688226,0.001532,0.077237,0.997702,0.500383,0.997702,0.556722,0.556722,band
20250117_115640.jpg,20250117_115640,10,sample,L10,1,0.779278,0.001149,0.076923,0.997702,0.5,0.997702,0.818744,0.818744,band
20250117_115640.jpg,20250117_115640,10,sample,L10,2,0.779278,0.001532,0.076923,0.996936,0.5,0.996936,0.993161,0.993161,band
20250117_115640.jpg,20250117_115640,10,sample,L10,3,0.779278,0.001149,0.076923,0.997702,0.5,0.997702,0.80966,0.80966,band
20250117_115640.jpg,20250117_115640,11,sample,L11,1,0.870016,0.001149,0.077237,0.997702,0.5,0.997702,0.95084,0.95084,band
20250117_115640.jpg,20250117_115640,12,marker,M2,1,0.957614,0.001149,0.038932,0.998468,0.500383,0.998468,0.805725,0.805725,band
20250117_115640.jpg,20250117_115640,12,marker,M2,2,0.957614,0.001149,0.038932,0.998085,0.500191,0.998085,1.0,1.0,band
20250117_125801.jpg,20250117_125801,1,marker,M1,1,0.007605,0.000964,0.084411,0.998073,0.5,0.998073,0.378478,0.378478,band
20250117_125801.jpg,20250117_125801,1,marker,M1,2,0.007605,0.001606,0.084411,0.560231,0.281722,0.560231,0.602774,0.602774,band
20250117_125801.jpg,20250117_125801,1,marker,M1,3,0.007605,0.001606,0.084411,0.553485,0.278349,0.553485,0.631749,0.631749,band
20250117_125801.jpg,20250117_125801,1,marker,M1,4,0.007605,0.319306,0.084411,0.034051,0.336332,0.034051,0.755526,0.755526,band
20250117_125801.jpg,20250117_125801,1,marker,M1,5,0.007605,0.395117,0.084411,0.035336,0.412785,0.035336,0.795378,0.795378,band
20250117_125801.jpg,20250117_125801,1,marker,M1,6,0.007605,0.511725,0.084411,0.040475,0.531963,0.040475,0.698381,0.698381,band
20250117_125801.jpg,20250117_125801,1,marker,M1,7,0.007605,0.612271,0.084411,0.047221,0.635882,0.047221,0.603645,0.603645,band
20250117_125801.jpg,20250117_125801,1,marker,M1,8,0.007605,0.724703,0.084411,0.0469,0.748153,0.0469,0.651069,0.651069,band
20250117_125801.jpg,20250117_125801,1,marker,M1,9,0.007605,0.804369,0.084411,0.030517,0.819627,0.030517,0.712068,0.712068,band
20250117_125801.jpg,20250117_125801,1,marker,M1,10,0.007605,0.888532,0.084411,0.02088,0.898972,0.02088,1.0,1.0,band
20250117_125801.jpg,20250117_125801,1,marker,M1,11,0.007605,0.932862,0.084411,0.021201,0.943463,0.021201,0.985119,0.985119,band
20250117_125801.jpg,20250117_125801,2,sample,L2,1,0.104563,0.000964,0.056274,0.998394,0.500161,0.998394,0.430422,0.430422,band
20250117_125801.jpg,20250117_125801,2,sample,L2,2,0.104563,0.193383,0.056274,0.034051,0.210408,0.034051,0.773876,0.773876,band
